serialanon,nbedsx,tenex,accomhh1,dwtypenx,dwtype8x,dwtype3x,floorx,floory,EPceeb12e,EPceib12e,gorehs,tenure8x,tenure4x
20220001145.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,45.28,46.41,C,C,North West,housing association - occupied,housing association
20220001146.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,71.01,76.62,D,D,East Midlands,owner occupied - occupied,owner occupied
20220001147.0,4.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,135.69,143.10,C,C,South West,private rented - occupied,private rented
20220001154.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,73.33,77.70,C,D,North East,housing association - occupied,housing association
20220001165.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,158.87,166.22,C,D,North West,owner occupied - occupied,owner occupied
20220001176.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,70.45,74.28,D,D,South West,owner occupied - occupied,owner occupied
20220001192.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,141.20,150.75,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20220001198.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,102.17,108.57,D,D,South West,owner occupied - occupied,owner occupied
20220001199.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,41.89,43.02,C,A/B,North West,housing association - occupied,housing association
20220001201.0,2.0,rent from local authority,terrace/end of terrace,end terrace,small terraced house,house or bungalow,49.75,54.12,D,C,Yorkshire and the Humber,local authority - occupied,local authority
20220001202.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,69.28,74.00,D,D,East,housing association - occupied,housing association
20220001205.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,84.90,90.71,D,E,North East,owner occupied - occupied,owner occupied
20220001207.0,2.0,rent from local authority,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,52.92,57.28,E,E,Yorkshire and the Humber,local authority - occupied,local authority
20220001214.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,38.86,39.96,F,E,Yorkshire and the Humber,private rented - occupied,private rented
20220001225.0,5 or more,own outright,detached house or bungalow,detached,detached house,house or bungalow,218.84,218.75,A/B,C,South East,owner occupied - occupied,owner occupied
20220001228.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,74.15,78.96,C,C,North East,owner occupied - occupied,owner occupied
20220001229.0,2.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,55.73,60.22,D,D,Yorkshire and the Humber,local authority - occupied,local authority
20220001241.0,2.0,privately rent,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,77.07,81.89,F,G,South West,private rented - occupied,private rented
20220001251.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,89.96,85.91,C,C,South West,owner occupied - occupied,owner occupied
20220001257.0,4.0,privately rent,detached house or bungalow,detached,detached house,house or bungalow,129.00,135.65,D,D,East Midlands,private rented - occupied,private rented
20220001258.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,87.76,84.08,C,C,North West,owner occupied - occupied,owner occupied
20220001262.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,287.57,294.46,C,D,South East,owner occupied - occupied,owner occupied
20220001284.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,35.35,36.60,C,C,Yorkshire and the Humber,local authority - occupied,local authority
20220001301.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,91.62,95.90,D,E,West Midlands,owner occupied - occupied,owner occupied
20220001305.0,3.0,rent from local authority,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,97.15,104.13,C,C,London,local authority - occupied,local authority
20220001314.0,3.0,own outright,terrace/end of terrace,bungalow,bungalow,house or bungalow,150.87,154.79,E,E,South West,owner occupied - occupied,owner occupied
20220001319.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,123.22,120.42,C,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20220001323.0,1.0,rent from local authority,semi-detached,bungalow,bungalow,house or bungalow,44.17,45.37,D,D,North East,local authority - occupied,local authority
20220001326.0,1.0,rent from local authority,other,converted flat,converted flat,low rise flat,43.37,44.55,C,C,Yorkshire and the Humber,local authority - occupied,local authority
20220001328.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,68.24,72.64,C,C,North West,housing association - occupied,housing association
20220001336.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,128.51,135.18,D,D,South West,owner occupied - occupied,owner occupied
20220001342.0,3.0,rent from housing association,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,82.57,88.32,C,C,North West,housing association - occupied,housing association
20220001345.0,4.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,98.24,107.59,E,E,West Midlands,owner occupied - occupied,owner occupied
20220001350.0,2.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,76.08,80.40,C,C,East,owner occupied - occupied,owner occupied
20220001358.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,72.77,77.46,D,D,South East,owner occupied - occupied,owner occupied
20220001371.0,5 or more,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,204.28,203.74,C,C,North East,owner occupied - occupied,owner occupied
20220001375.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,58.47,62.48,C,C,South East,owner occupied - occupied,owner occupied
20220001382.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,32.38,31.00,C,D,South West,local authority - occupied,local authority
20220001385.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,102.65,109.52,C,D,South West,owner occupied - occupied,owner occupied
20220001390.0,2.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,62.47,65.07,C,C,East Midlands,housing association - occupied,housing association
20220001398.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,116.03,121.60,D,E,South West,owner occupied - occupied,owner occupied
20220001399.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,84.07,88.90,D,D,South West,local authority - occupied,local authority
20220001405.0,3.0,rent from housing association,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,76.87,81.60,C,D,South East,housing association - occupied,housing association
20220001408.0,3.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,106.65,110.00,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20220001414.0,2.0,privately rent,other,converted flat,converted flat,low rise flat,71.02,75.12,D,E,London,private rented - occupied,private rented
20220001418.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,99.82,106.99,D,E,South East,owner occupied - occupied,owner occupied
20220001419.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,62.10,66.54,D,D,West Midlands,private rented - occupied,private rented
20220001421.0,2.0,rent from local authority,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,81.48,85.86,C,C,South East,local authority - occupied,local authority
20220001422.0,2.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,145.22,139.97,E,F,South East,owner occupied - occupied,owner occupied
20220001423.0,3.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,89.79,94.50,C,D,Yorkshire and the Humber,local authority - occupied,local authority
20220001425.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,96.31,101.66,D,D,North West,owner occupied - occupied,owner occupied
20220001431.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,115.16,121.08,D,D,North West,owner occupied - occupied,owner occupied
20220001432.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,50.81,52.64,C,D,South East,private rented - occupied,private rented
20220001439.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,80.39,85.16,D,D,North West,local authority - occupied,local authority
20220001442.0,5 or more,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,147.81,156.26,D,E,South East,owner occupied - occupied,owner occupied
20220001443.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,92.69,97.25,C,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20220001445.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,112.36,117.11,D,D,London,owner occupied - occupied,owner occupied
20220001455.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,113.50,120.17,D,E,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20220001461.0,2.0,own with mortgage,terrace/end of terrace,end terrace,small terraced house,house or bungalow,52.06,56.38,C,C,East,owner occupied - occupied,owner occupied
20220001468.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,93.16,101.70,C,C,West Midlands,owner occupied - occupied,owner occupied
20220001473.0,3.0,rent from local authority,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,77.18,81.90,C,C,South East,local authority - occupied,local authority
20220001475.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,20.32,20.64,C,C,London,private rented - occupied,private rented
20220001488.0,5 or more,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,175.51,186.14,D,E,South West,owner occupied - occupied,owner occupied
20220001510.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,41.92,43.07,C,A/B,South West,housing association - occupied,housing association
20220001520.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,161.39,169.06,C,C,South East,owner occupied - occupied,owner occupied
20220001525.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,80.03,88.04,D,D,North West,owner occupied - occupied,owner occupied
20220001531.0,2.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,67.42,71.88,C,D,East,owner occupied - occupied,owner occupied
